,0,chem_acts,chem_moieties,chem_struct,chem_synonyms,chem_targets,compound,database_id,evidence,mass_spec_ion_type,mol_mass,molecular_formula
0,,,,,,,exochelin,,,,,
0,,['Siderophore'],,CC(=O)N(O)CCCCNC(=O)[C@H](COC(=O)C1=C(O)C(O)=CC=C1)NC(=O)[C@@H]1COC(=N1)C1=C(O)C(O)=CC=C1,,,fimsbactin A,['npatlas:7176'],,,574.1911077799999,C26H30N4O11
0,,,,[H][C@]1(CC[C@@H](O)[C@@H](C1)OC)\C=C(/C)[C@@H]1OC(=O)[C@]2([H])CCCCN2C(=O)C(=O)[C@]2(O)O[C@@]([H])([C@H](C[C@H]2C)OC)[C@H](C[C@@H](C)C\C(C)=C\[C@@H](CC=C)C(=O)C[C@H](O)[C@H]1C)OC,,,tacrolimus,['npatlas:19402'],,,803.481976648,C44H69NO12
0,,,,C[C@@H]1[C@@H](C(=O)N2CCCC[C@@H]2C(=O)N[C@H](C(=O)N[C@H](C(=O)NCC(=O)N[C@H](C(=O)NCC(=O)N[C@@H](C(=O)N[C@@H](C(=O)N3CCC[C@H]3C(=O)N1)C(C)C)[C@@H](C)N)CC(=O)O)CC(=O)O)[C@H](C)C(=O)O)NC(=O)[C@H](CC(=O)N)NC(=O)C/C=C\CCCCCCC(C)C,,,friulimicin A,['pubchem:102237795'],,,1288.6663167240001,C58H92N14O19
1,,,,CC1C(C(=O)N2CCCCC2C(=O)NC(C(=O)NC(C(=O)NCC(=O)NC(C(=O)NCC(=O)NC(C(=O)NC(C(=O)N3CCCC3C(=O)N1)C(C)C)C(C)N)CC(=O)O)CC(=O)O)C(C)C(=O)O)NC(=O)C(CC(=O)N)NC(=O)C/C=C/CCCCCCCC(C)C,,,friulimicin B,['npatlas:19183'],,,1302.681966788,C59H94N14O19
2,,,,CCC(C)CCCCC/C=C/CC(=O)NC(CC(=O)N)C(=O)NC1C(NC(=O)C2CCCN2C(=O)C(NC(=O)C(NC(=O)CNC(=O)C(NC(=O)CNC(=O)C(NC(=O)C(NC(=O)C3CCCCN3C1=O)C(C)C(=O)O)CC(=O)O)CC(=O)O)C(C)N)C(C)C)C,,,friulimicin C,['npatlas:9685'],,,1288.666316724,C58H92N14O19
3,,,,CCC(C)CCCCCCC/C=C\CC(=O)N[C@@H](CC(=O)N)C(=O)N[C@H]1[C@H](NC(=O)[C@@H]2CCCN2C(=O)[C@H](NC(=O)[C@H](NC(=O)CNC(=O)[C@@H](NC(=O)CNC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H]3CCCCN3C1=O)[C@H](C)C(=O)O)CC(=O)O)CC(=O)O)[C@@H](C)N)C(C)C)C,,,friulimicin D,['pubchem:102237800'],,,1316.6976168519998,C60H96N14O19
0,,['Cytotoxic'],,[H][C@]12N[C@@H](C)C(=O)N1C1=CC=CC=C1[C@@]2(O)C[C@@]1([H])N2C(=O)C3=C(C=CC=C3)N=C2[C@H](C)NC1=O,,,fumiquinazoline A,"['npatlas:5162', 'pubchem:11247802']",,,445.17500421600005,C24H23N5O4
1,,['Cytotoxic'],,[H][C@]12N[C@@H](C)C(=O)N1C1=CC=CC=C1[C@@]21C[C@@]2([H])N3C(=O)C4=C(C=CC=C4)N=C3[C@](C)(NC2=O)O1,"['fqc', 'mls004257388', 'smr003082519']",,fumiquinazoline C,"['npatlas:6491', 'pubchem:10003515']",,,443.159354152,C24H21N5O4
2,,['Cytotoxic'],,C[C@H]1C(=O)N2[C@@H]3N1[C@]4(C5=NC6=CC=CC=C6C(=O)N5[C@H](C[C@@]3(C7=CC=CC=C72)O)C(=O)N4)C,,,fumiquinazoline D,['pubchem:9980845'],,,443.159354152,C24H21N5O4
0,,['Inhibitor'],,C/C(C)=C/[C@@H]1N2C3=C(C4=C2[C@@H](N5C([C@]6([H])CCCN6C([C@]5(O)[C@H]4O)=O)=O)CC(C)(C)OO1)C=CC(OC)=C3,,[{'target': 'M phase inhibitor of cell cycle'}],verruculogen,['pubchem:104862'],,,511.23185039599986,C27H33N3O7
1,,['Inhibitor'],,CC(=CCN1C2=C(C=CC(=C2)OC)C3=C1[C@@H](N4C(=O)[C@@H]5CCCN5C(=O)[C@@]4([C@H]3O)O)C=C(C)C)C,['lanosulin'],[{'target': 'M phase inhibitor of cell cycle'}],fumitremorgin B,['pubchem:105113'],,,479.24202115599996,C27H33N3O5
2,,['Inhibitor'],,CC(=C[C@H]1C2=C(C[C@@H]3N1C(=O)[C@@H]4CCCN4C3=O)C5=C(N2)C=C(C=C5)OC)C,,[{'target': 'BCRP/ABCG2 inhibitor'}],fumitremorgin c,['pubchem:403923'],,,379.18959166,C22H25N3O3
3,,['Inhibitor'],,[H][C@@]12CCCN1C(=O)[C@]([H])(CC1=C(CC=C(C)C)NC3=C1C=CC(OC)=C3)NC2=O,,"[{'target': 'M phase inhibitor of cell cycle'}, {'target': 'inhibitor of MAP-dependent microtubule assembly'}, {'target': 'BCRP/ABCG2 inhibitor'}]",tryprostatin A,['npatlas:6056'],,,381.20524172399996,C22H27N3O3
4,,['Inhibitor'],,[H][C@@]12CCCN1C(=O)[C@]([H])(CC1=C(CC=C(C)C)NC3=C1C=CC=C3)NC2=O,,[{'target': 'BCRP/ABCG2 inhibitor'}],tryprostatin B,"['npatlas:10659', 'pubchem:9863281']",,,351.19467704,C21H25N3O2
5,,['Inhibitor'],,[H][C@@]12CCCN1C(=O)[C@]1([H])CC3=C(NC4=CC=CC=C34)[C@H](C=C(C)C)N1C2=O,,[{'target': 'M phase inhibitors of the mammalian cell cycle'}],demethoxyfumitremorgin C,"['npatlas:14999', 'pubchem:10337896']",,,349.179026976,C21H23N3O2
6,,,,C1C[C@H]2C(=O)N[C@H](C(=O)N2C1)CC3=CNC4=CC=CC=C43,,,brevianamide F,['pubchem:181567'],,,283.132076784,C16H17N3O2
0,,['Inhibitor'],,,['fungisporin 1'],,cyclo-(D-Phe-L-Phe-D-Val-L-Val),,,[M+H]+,493.2806,C28H36N4O4
1,,['Inhibitor'],,,['fungisporin 2'],,cyclo-(D-Tyr-L-Phe-D-Val-L-Val),,,[M+H]+,509.2757,C28H36N4O5
2,,['Inhibitor'],,,['fungisporin 3'],,cyclo-(D-Tyr-L-Trp-D-Val-L-Val),,,[M+H]+,548.2868,C30H37N5O5
3,,['Inhibitor'],,,['fungisporin 4'],,cyclo-(D-Phe-L-Trp-D-Val-L-Val),,,[M+H]+,532.2916,C30H37N5O4
4,,['Inhibitor'],,,['fungisporin 5'],,cyclo-(D-Phe-L-Phe-D-Val-L-Ile),,,[M+H]+,507.2962,C29H38N4O4
5,,['Inhibitor'],,,['fungisporin 6'],,cyclo-(D-Phe-L-Phe-D-Ile-L-Val),,,[M+H]+,507.2962,C29H38N4O4
6,,['Inhibitor'],,,['fungisporin 7'],,cyclo-(D-Tyr-L-Trp-D-Val-L-Ile),,,[M+H]+,562.3017,C31H39N5O5
7,,['Inhibitor'],,,['fungisporin 8'],,cyclo-(D-Tyr-L-Trp-D-Ile-L-Val),,,[M+H]+,562.3017,C31H39N5O5
8,,['Inhibitor'],,,['fungisporin 9'],,cyclo-(D-Tyr-L-Phe-D-Val-L-Ile),,,[M+H]+,523.2914,C29H38N4O5
9,,['Inhibitor'],,,['fungisporin 10'],,cyclo-(D-Tyr-L-Phe-D-Ile-L-Val),,,[M+H]+,523.2914,C29H38N4O5
0,,,,C1C[C@@H](C(=O)OC[C@@H](C(=O)N(C1)O)NC(=O)CNC(=O)CNC(=O)[C@@H](CCCN=C(N)N)NC(=O)C2=C(C(=CC=C2)O)O)NC(=O)CNC(=O)CNC(=O)[C@@H](CCCN=C(N)N)NC(=O)C3=C(C(=CC=C3)O)O,,,fuscachelin A,['pubchem:60166555'],,,1029.426420808,C42H59N15O16
1,,,,C1=CC(=C(C(=C1)O)O)C(=O)N[C@H](CCCN=C(N)N)C(=O)NCC(=O)NCC(=O)N[C@@H](CCCN(C(=O)[C@H](CO)NC(=O)CNC(=O)CNC(=O)[C@@H](CCCN=C(N)N)NC(=O)C2=C(C(=CC=C2)O)O)O)C(=O)O,,,fuscachelin B,['pubchem:60166556'],,,1047.436985492,C42H61N15O17
2,,,,C1=CC(=C(C(=C1)O)O)C(=O)N[C@H](CCCN=C(N)N)C(=O)NCC(=O)NCC(=O)N[C@@H](CCCN(C(=O)[C@H](CO)NC(=O)CNC(=O)CNC(=O)[C@@H](CCCN=C(N)N)NC(=O)C2=C(C(=CC=C2)O)O)O)C(=O)N,,,fuscachelin C,['pubchem:102390328'],,,1046.452969904,C42H62N16O16
0,,,,NC(=O)OCC(O)CC(NC(=O)C1NCCCC1O)C(=O)NC(CC1=CN=C(N)N1)C(=O)NC(C(O)C1=NC=C(Cl)N1)C(O)=O,,,GE81112,['npatlas:3664'],,,658.222615,C24H35ClN10O10
0,,"['Antibacterial', 'Antifungal', 'Antioxidant', 'Cytotoxic', 'Inhibitor']",,CN1C(=O)[C@]23CC4=CC=C[C@H](O)[C@@H]4N2C(=O)[C@@]1(CO)SS3,,,gliotoxin,"['npatlas:17485', 'pubchem:6223']",,,326.039498928,C13H14N2O4S2
1,,['Formation attenuates gliotoxin biosynthesis'],,CN1C(=O)[C@@]2(CC3=CC=C[C@@H]([C@H]3N2C(=O)[C@@]1(CO)SC)O)SC,['bismethylgliotoxin'],,bisdethiobis(methylthio)gliotoxin,"['pubchem:194564', 'pubchem:135171858']",,,356.08644912,C15H20N2O4S2
0,,,,CCCCCCCCCCCCCCCCCCCCCCCCCCCCCC(CC(=O)N[C@H](CC1=CC=CC=C1)C(=O)N[C@H]([C@@H](C)OC2[C@@H]([C@@H]([C@@H]([C@@H](O2)C)O)O)O[C@H]3[C@@H]([C@@H]([C@H]([C@@H](O3)C)O)O[C@H]4[C@@H]([C@H]([C@H]5[C@H](O4)CO[C@](O5)(C)C(=O)O)OC)O)O)C(=O)N[C@H](C)C(=O)N[C@@H](C)COC6[C@@H]([C@@H]([C@H]([C@@H](O6)C)OC)OC)O)O.O,,,glycopeptidolipid,['pubchem:46224591'],,,1602.9861452839991,C81H142N4O27
0,,,,,,,glycopeptidolipid,,,,,
0,,,,,,,glycopeptidolipid,,,,,
0,,,,,,,glycopeptidolipid,,,,,
0,,,,C1C[C@@H](C(=O)N(C1)O)NC(=O)[C@H](CO)NC(=O)[C@@H](CCCCN)NC(=O)[C@H](CC2=CN=CN2)NC(=O)[C@@H]3COC(=N3)C4=CC=CC=C4O,,,gobichelin A,['npatlas:14123'],,,671.3027238920001,C30H41N9O9
1,,,,NCCCC[C@@H](NC(=O)[C@H](CC1=CN=CN1)NC(=O)[C@@H]1COC(=N1)C1=CC=CC=C1O)C(=O)N[C@@H](CO)C(=O)N[C@H]1CCCN(O)C1=O,,,gobichelin B,,,,671.302723892,C30H41N9O9
0,,,,C[C@@H](C(=O)N[C@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@H](C(C)C)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](CC1=CNC2=CC=CC=C21)C(=O)N[C@H](CC(C)C)C(=O)N[C@@H](CC3=CNC4=CC=CC=C43)C(=O)N[C@H](CC(C)C)C(=O)N[C@@H](CC5=CNC6=CC=CC=C65)C(=O)N[C@H](CC(C)C)C(=O)N[C@@H](CC7=CNC8=CC=CC=C87)C(=O)NCCO)NC(=O)CNC(=O)[C@H](C(C)C)NC=O,,,gramicidin,['pubchem:16130140'],,,1881.070533019999,C99H140N20O17
0,,,,C[C@H]1OC(=O)[C@@H](NC(=O)[C@H](CCCNC(N)=N)NC(=O)C2=CC=CC(O)=C2O)[C@@H](C)OC(=O)[C@@H](NC(=O)[C@H](CCCNC(N)=N)NC(=O)C2=CC=CC(O)=C2O)[C@@H](C)OC(=O)[C@H]1NC(=O)[C@H](CCCNC(N)=N)NC(=O)C1=CC=CC(O)=C1O,,,streptobactin,['npatlas:3060'],,,1179.4945003679995,C51H69N15O18
0,,['Antifungal'],[{'moiety': 'acetylated hexosamine'}],,,,hassallidin C,,,,-1.0,
0,,,,NC(NCCC[C@@H](NC(=O)C1=C(O)C(O)=CC=C1)C(=O)NCC(=O)N[C@H]1CCCN(O)C1=O)=NC(=O)C1=CC=CC(O)=C1O,,,heterobactin A,"['npatlas:3464', 'chemspider:30900652']",,,615.2288902560001,C27H33N7O10
1,,,,CS(=O)(=O)C1=C(O)C(O)=C(C=C1)C(=O)N[C@H](CCCNC(N)=NC(=O)C1=CC=CC(O)=C1O)C(=O)NCC(=O)N[C@H]1CCCN(O)C1=O,,,heterobactin S2,['npatlas:18083'],,,693.20644056,C28H35N7O12S
0,,['Cytotoxic'],,C=C(/C=C/C1=CC=CC2=C1NC=C2CC(N3O[Fe](ON4C(CC5=CNC6=C5C=CC=C6/C=C/C(C)=C)=C(N=C(C4=O)C)OC)ON7C(CC8=CNC9=C8C=CC=C9/C=C/C(C)=C)=C(N=C(C7=O)C)OC)=C(N=C(C3=O)C)OC)C,['has'],"[{'target': 'iron chelator'}, {'target': 'coordinates Fe3+'}]",hexadehydroastechrome,,,[M+H]+,1106.3863370000001,C60H60FeN9O9
1,,,,C[C@@H]1NC(=O)C(CC2=CNC3=C2C=CC=C3CC=C(C)C)NC1=O,,,terezine-D,['npatlas:5625'],,,325.179026976,C19H23N3O2
2,,"['iron chelator, coordinates Fe3+']",,C/C(C)=C\CC1=CC=CC2=C1NC=C2CC(N3O[Fe](ON4C(CC5=CNC6=C5C=CC=C6C/C=C(C)\C)=C(N=C(C4=O)C)OC)ON7C(CC8=CNC9=C8C=CC=C9C/C=C(C)\C)=C(N=C(C7=O)C)OC)=C(N=C(C3=O)C)OC,,,astechrome,,,[M+H]+,1112.433287192,C60H66FeN9O9
0,,,,CC(=O)NC1=C2SSC=C2NC1=O,,,holomycin,"['npatlas:13565', 'pubchem:10262683']",,,213.987069432,C7H6N2O2S2
0,,"['Antibacterial', 'Signalling', 'active in vitro against lamaria parasite Plasmodium falciparum']","[{'moiety': '4-(Z)-propenylproline', 'subcluster': ['AEH41802.1', 'AEH41801.1', 'AEH41783.1', 'AEH41784.1', 'AEH41785.1']}, {'moiety': '3-(trans-2`-nitrocyclopropyl) alanine', 'subcluster': ['AEH41787.1', 'AEH41788.1', 'AEH41796.1']}, {'moiety': '5-chloro-1-hydroxypyrrole-2-carboxylic acid', 'subcluster': ['AEH41789.1', 'AEH41790.1', 'AEH41791.1', 'AEH41792.1', 'ACE80255.1']}]",CC[C@H](C)[C@@H](C(N1C[C@@H](/C=C\C)C[C@H]1C2=O)=O)NC([C@H]([C@@H](C3=CC=CC=C3)C)NC([C@H](NC([C@H]([C@H](C)C4=CC=CC=C4)NC([C@@H]([C@@H](C)O2)NC([C@H](C[C@H]5[C@H]([N+]([O-])=O)C5)NC(C6=CC=C(Cl)N6O)=O)=O)=O)=O)C[C@H]7[C@H]([N+]([O-])=O)C7)=O)=O,['takaokamycin'],,hormaomycin,,,[M+Na]+,1128.4683245679998,C55H69ClN10O14
1,,,"[{'moiety': '3-(trans-2`-nitrocyclopropyl) alanine', 'subcluster': ['AEH41787.1', 'AEH41788.1', 'AEH41796.1']}, {'moiety': '4-(Z)-propenylproline', 'subcluster': ['AEH41802.1', 'AEH41801.1', 'AEH41783.1', 'AEH41784.1', 'AEH41785.1']}]",CC[C@H](C)[C@@H](C(N1C[C@@H](/C=C\C)C[C@H]1C2=O)=O)NC([C@H]([C@@H](C3=CC=CC=C3)C)NC([C@H](NC([C@H]([C@H](C)C4=CC=CC=C4)NC([C@@H]([C@@H](C)O2)NC([C@H](C[C@H]5[C@H]([N+]([O-])=O)C5)NC(C6=CC=CN6O)=O)=O)=O)=O)C[C@H]7[C@H]([N+]([O-])=O)C7)=O)=O,,,hormaomycin A1,,,[M+Na]+,1094.5072969200003,C55H70N10O14
2,,,"[{'moiety': '3-(trans-2`-nitrocyclopropyl) alanine', 'subcluster': ['AEH41787.1', 'AEH41788.1', 'AEH41796.1']}, {'moiety': '4-(Z)-propenylproline', 'subcluster': ['AEH41802.1', 'AEH41801.1', 'AEH41783.1', 'AEH41784.1', 'AEH41785.1']}, {'moiety': '5-chloro-1-hydroxypyrrole-2-carboxylic acid', 'subcluster': ['AEH41789.1', 'AEH41790.1', 'AEH41791.1', 'AEH41792.1', 'ACE80255.1']}]",CC(C)[C@@H](C(N1C[C@@H](/C=C\C)C[C@H]1C2=O)=O)NC([C@H]([C@@H](C3=CC=CC=C3)C)NC([C@H](NC([C@H]([C@H](C)C4=CC=CC=C4)NC([C@@H]([C@@H](C)O2)NC([C@H](C[C@H]5[C@H]([N+]([O-])=O)C5)NC(C6=CC=C(Cl)N6O)=O)=O)=O)=O)C[C@H]7[C@H]([N+]([O-])=O)C7)=O)=O,,,hormaomycin A2,,,[M+Na]+,1114.4526745040002,C54H67ClN10O14
3,,,"[{'moiety': '3-(trans-2`-nitrocyclopropyl) alanine', 'subcluster': ['AEH41787.1', 'AEH41788.1', 'AEH41796.1']}, {'moiety': '4-(Z)-propenylproline', 'subcluster': ['AEH41802.1', 'AEH41801.1', 'AEH41783.1', 'AEH41784.1', 'AEH41785.1']}, {'moiety': '5-chloro-1-hydroxypyrrole-2-carboxylic acid', 'subcluster': ['AEH41789.1', 'AEH41790.1', 'AEH41791.1', 'AEH41792.1', 'ACE80255.1']}]",,,,hormaomycin A3,,,[M+Na]+,1108.4852,CC[C@H](C)[C@@H](C(N1C[C@@H](/C=C\C)C[C@H]1C2=O)=O)NC([C@H]([C@@H](C3=CC=CC=C3)C)NC([C@H](NC([C@H]([C@H](C)C4=CC=CC=C4)NC([C@@H]([C@@H](C)O2)NC([C@H](C[C@H]5[C@H]([N+]([O-])=O)C5)NC(C6=CC=C(Cl)N6O)=O)=O)=O)=O)CC(C)C)=O)=O
4,,,"[{'moiety': '3-(trans-2`-nitrocyclopropyl) alanine', 'subcluster': ['AEH41787.1', 'AEH41788.1', 'AEH41796.1']}, {'moiety': '4-(Z)-propenylproline', 'subcluster': ['AEH41802.1', 'AEH41801.1', 'AEH41783.1', 'AEH41784.1', 'AEH41785.1']}, {'moiety': '5-chloro-1-hydroxypyrrole-2-carboxylic acid', 'subcluster': ['AEH41789.1', 'AEH41790.1', 'AEH41791.1', 'AEH41792.1', 'ACE80255.1']}]",CC[C@H](C)[C@@H](C(N1C[C@@H](/C=C\C)C[C@H]1C2=O)=O)NC([C@H]([C@@H](C3=CC=CC=C3)C)NC([C@H](NC([C@H]([C@H](C)C4=CC=CC=C4)NC([C@@H]([C@@H](C)O2)NC([C@H](CC(C)C)NC(C5=CC=C(Cl)N5O)=O)=O)=O)=O)C[C@H]6[C@H]([N+]([O-])=O)C6)=O)=O,,,hormaomycin A4,,,[M+Na]+,1085.4988964240003,C55H72ClN9O12
5,,,"[{'moiety': '4-(Z)-propenylproline', 'subcluster': ['AEH41802.1', 'AEH41801.1', 'AEH41783.1', 'AEH41784.1', 'AEH41785.1']}, {'moiety': '5-chloro-1-hydroxypyrrole-2-carboxylic acid', 'subcluster': ['AEH41789.1', 'AEH41790.1', 'AEH41791.1', 'AEH41792.1', 'ACE80255.1']}]",CC[C@H](C)[C@@H](C(N1C[C@@H](/C=C\C)C[C@H]1C2=O)=O)NC([C@H]([C@@H](C3=CC=CC=C3)C)NC([C@H](NC([C@H]([C@H](C)C4=CC=CC=C4)NC([C@@H]([C@@H](C)O2)NC([C@H](CC(C)C)NC(C5=CC=C(Cl)N5O)=O)=O)=O)=O)CC(C)C)=O)=O,,,hormaomycin A5,,,[M+Na]+,1042.5294682800002,C55H75ClN8O10
6,,,"[{'moiety': '3-(trans-2`-nitrocyclopropyl) alanine', 'subcluster': ['AEH41787.1', 'AEH41788.1', 'AEH41796.1']}, {'moiety': '4-(Z)-propenylproline', 'subcluster': ['AEH41802.1', 'AEH41801.1', 'AEH41783.1', 'AEH41784.1', 'AEH41785.1']}, {'moiety': '5-chloro-1-hydroxypyrrole-2-carboxylic acid', 'subcluster': ['AEH41789.1', 'AEH41790.1', 'AEH41791.1', 'AEH41792.1', 'ACE80255.1']}]",CC[C@H](C)[C@@H](C(N1C[C@@H](/C=C\C)C[C@H]1C2=O)=O)NC([C@H]([C@@H](C3=CC=CC=C3)C)NC([C@H](NC([C@H]([C@H](C)C4=CC=CC=C4)NC([C@@H]([C@@H](C)O2)NC([C@H](C[C@H]5[C@H]([N+]([O-])=O)C5)NC(C6=CC=C(Cl)N6OCC(OCC)=O)=O)=O)=O)=O)C[C@H]7[C@H]([N+]([O-])=O)C7)=O)=O,,,hormaomycin A6,,,[M+Na]+,1214.505104,C59H75ClN10O16
0,,,,C\1=C(C(=O)NC(=O)/C1=C/2\C=C(C(=O)NC2=O)N)N,,,indigoidine,['pubchem:5492261'],,,248.054554736,C10H8N4O4
0,,,,C[C@@H](NC(=O)[C@@]1(C)COC(=N1)C1=CN(C)C2=CC(Cl)=C(C)C(O)=C12)C(=O)N[C@@H](CO)C(O)=O,,,JBIR-34,['npatlas:1973'],,,480.14117681999994,C21H25ClN4O7
1,,,,C[C@@H](NC(=O)[C@@]1(C)COC(=N1)C1=CN(C)C2=CC(Cl)=CC(O)=C12)C(=O)N[C@@H](CO)C(O)=O,,,JBIR-35,['npatlas:18112'],,,466.12552675599994,C20H23ClN4O7
0,,,,[H][C@]1(N=C[C@@H](NC(=O)[C@@H](CC2=CC=CC=C2)NC(=O)[C@@H](NC(=O)[C@@H](CC2=CC=CC=C2)NC(=O)[C@@H](CC(C)C)NC(=O)[C@@H](CC(C)C)NC1=O)C(C)C)C(C)C)[C@@H](C)O,,,koranimine,['npatlas:689'],,,803.49454742,C44H65N7O7
0,,,,[H][C@@]12NC3=C(C=CC(Cl)=C3Cl)[C@]1(O)C[C@@H]1N2C(=O)[C@H](NC(=O)[C@H](COC)NC(=O)[C@@H]2C[C@@H](Cl)CNN2C(=O)[C@@H](OC(=O)[C@H](NC1=O)C1(C)CC1)C(C)(C)C)[C@@H](O)CC(O)=O,,,kutzneride 2,['npatlas:15447'],,,887.2426530160002,C37H48Cl3N7O12
0,,,,CCC(C)[C@@H]1NC(=O)[C@H](NC(=O)CNC(=O)[C@H](CC(O)=O)NC(=O)CNC(=O)[C@H](CC(O)=O)NC(=O)CNC(=O)C2CCCCN2C(=O)[C@H](CNC(=O)[C@@H]2CCCN2C1=O)NC(=O)[C@H](CC(O)=O)NC(=O)\C=C\CCCCCCCCCC(C)C)C(C)O,,,glycinocin A,['npatlas:1403'],,,1246.64451866,C57H90N12O19
0,,['Antifungal'],,C1(OC/C(=C(/C)\CCC[*])/C/1=C/C1C2COC(=O)C(CC(C)C)CC(=O)OC3C(C)(CO)C(=O)OC3C(C)=CCC3NC(=CC=3)C(O2)=N1)CC(C)C,,,leupyrrin,,,[M+H]+,707.3907563399998,C40H55*N2O9
0,,,,,,,lichenysin,,,,,
0,,,,CCCCCC[C@H]1[C@H](C[C@H](C\C=C/C\C=C/CCCCC)OC(=O)[C@H](CC(C)C)NC=O)OC1=O,,,lipstatin,"['npatlas:16962', 'pubchem:6438672']",,,491.3610736679999,C29H49NO5
0,,,,CCCCCCC\C=C\C=C\C(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@H]1CCCCNC(=O)\C=C\[C@H](C)NC1=O,,,luminmycin A,['npatlas:1451'],,,504.331170508,C27H44N4O5
0,,"['Cytotoxic', 'Tumor promoter, irritant, vesicant ']",,CC(C)[C@H]1C(=O)N[C@@H](CC2=CNC3=C(C=CC(=C23)N1C)[C@](C)(CCC=C(C)C)C=C)CO,,[{'target': 'Protein kinase C (activator)'}],lyngbyatoxin,"['pubchem:91706', 'chebi:80050', 'chemspider:10472344']",,,437.304227488,C27H39N3O2
0,,,,CC[C@H](C)[C@@H]1NC(=O)[C@@H](CCCNC(N)=N)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@H](N)CC(C)C)[C@H](OC(=O)[C@H](CO)NC(=O)[C@@H](NC(=O)CNC(=O)[C@@H](NC1=O)[C@H](C)O)[C@H](O)C(N)=O)C1=CC=CC=C1)[C@H](O)C(C)C,,,lysobactin,"['npatlas:17094', 'pubchem:197270']",,,1275.718686644,C58H97N15O17
0,,['Siderophore'],,NCCCCNC(=O)[C@H](CCCN(O)C=O)NC(=O)[C@H](CO)NC(=O)[C@H](NC(=O)[C@H](CCCN(=O)=O)NC=O)[C@@H](O)C(O)=O,,,malleobactin A,['npatlas:10125'],,,636.27148334,C23H40N8O13
1,,,,NCCCCNC(=O)[C@H](CCCN(O)C=O)NC(=O)[C@H](CO)NC(=O)[C@H](NC(=O)[C@H](CCCNO)NC=O)[C@@H](O)C(O)=O,,,malleobactin B,['npatlas:4563'],,,622.292218784,C23H42N8O12
2,,,,NCCCCNC(=O)[C@H](CCCN(O)C=O)NC(=O)[C@H](CO)NC(=O)[C@H](NC(=O)[C@H](CCCN=O)NC=O)[C@@H](O)C(O)=O,,,malleobactin C,['npatlas:8351'],,,620.27656872,C23H40N8O12
3,,,,NCCCCNC(=O)[C@H](CCCN(O)C=O)NC(=O)[C@H](CO)NC(=O)[C@H](NC(=O)[C@H](CCCN=N(=O)CCC[C@H](NC=O)C(=O)N[C@H]([C@@H](O)C(O)=O)C(=O)N[C@@H](CO)C(=O)N[C@@H](CCCN(O)C=O)C(=O)NCCCCN)NC=O)[C@@H](O)C(O)=O,,,malleobactin D,['npatlas:6044'],,,1224.5582228199999,C46H80N16O23
0,,,,,,,mangotoxin,,,,,
0,,,,C[C@H]([C@H]1C(=O)N[C@@H](C(=O)N[C@H](C(=O)N[C@@H](C(=O)N[C@H](C(=O)NCC(=O)N1)CO)[C@H]([C@@H]2CNC(=[N+]2[C@@H]3[C@H]([C@H]([C@@H]([C@H](O3)O)O)O)O)N)O)[C@H]([C@@H]4C[NH+]=C(N4)N)O)CC5=CC=C(C=C5)O[C@@H]6[C@H]([C@H]([C@@H]([C@H](O6)CO)O[C@@H]7[C@H]([C@H]([C@@H]([C@H](O7)CO)O)OC(=O)CC(C)C)O)O)O)C8=CC=CC=C8,,,mannopeptimycin,['pubchem:90658418'],,,1366.5765237121796,C58H86N12O26+2
0,,"['Antifungal', 'Surfactant']",,CCCCCCC[C@@H](O)CC(=O)NC(CC(C)C)C(=O)NC(CCC(O)=O)C(=O)NC1C(C)OC(=O)C(NC(=O)C(CO)NC(=O)C(CC(C)C)NC(=O)C(CO)NC(=O)C(CC(C)C)NC(=O)C(NC1=O)C(C)CC)C(C)CC,,[{'target': 'membrane'}],massetolide A,"['npatlas:1118', 'chembl:500573']",,,1139.705328024,C55H97N9O16
0,,"['Cytotoxic', 'Signalling']",,CC[C@H](C)[C@H]1C(=O)N[C@@H](CC2=CNC3=C(C=CC(=C23)N1C)C(C)(C)C=C)CO,,,methylpendolmycin,,,M+,383.257277296,C23H33N3O2
1,,"['Antibacterial', 'Signalling']",, CC(C)[C@H]1C(=O)N[C@@H](CC2=CNC3=C(C=CC(=C23)N1C)C(C)(C)C=C)CO,,,pendolmycin,,,M+,369.241627232,C22H31N3O2
0,,,,,,,mirubactin,,,,,
0,,,,CNC(CO)C(=O)NC(CC(C)C)C(=O)NC(C(O)(C)C)C(=O)NC(CO)C(=O)NC(C(C)C)C(=O)C(=O)NC(CO)C(=O)NC(CC1=CC=C(O)C=C1)C(=O)NC(CCCN)CC(=O)NC(C)C(=O)O,,,myxoprincomide-c506,['npatlas:10895'],,[M+H]+,1010.5284262880001,C45H74N10O16
0,,,,COC1=C(C)C(=O)C2=C(C(CO)N3C(O)C4CC5C6OCCN6C2C3C5N4C)C1=O,,,naphthyridinomycin,"['npatlas:5217', 'pubchem:3085238']",,,417.18998558400006,C21H27N3O6
