,,0,chem_acts,chem_moieties,chem_struct,chem_synonyms,chem_targets,compound,database_id,evidence,mass_spec_ion_type,mol_mass,molecular_formula
414,0,,,,CC1CC11N(C)C(=O)C2CSSCC(N(C)C(=O)C(C)NC(=O)C(COC1=O)NC(=O)C1=NC3=C(C=CC=C3)C=C1O)C(=O)N(C)C1(CC1C)C(=O)OCC(NC(=O)C1=NC3=C(C=CC=C3)C=C1O)C(=O)NC(C)C(=O)N2C,,,SW-163C,"['npatlas:12323', 'pubchem:6857738']",,,1112.3731886,C52H60N10O14S2
414,1,,,,[H][C@]12CS[C@@H](SC)[C@]([H])(N(C)C(=O)[C@H](C)NC(=O)[C@@H](COC(=O)[C@@]3(C[C@@H]3C)N(C)C1=O)NC(=O)C1=C(O)C=C3C=CC=CC3=N1)C(=O)N(C)[C@]1(C[C@@H]1C)C(=O)OC[C@@H](NC(=O)C1=C(O)C=C3C=CC=CC3=N1)C(=O)N[C@@H](C)C(=O)N2C,,,UK-63598,['npatlas:10384'],,,1126.3888386639999,C53H62N10O14S2
414,2,,,,CCSC1SCC2N(C)C(=O)C(C)NC(=O)C(COC(=O)C3(CC3C)N(C)C(=O)C1N(C)C(=O)C(C)NC(=O)C(COC(=O)C1(CC1C)N(C)C2=O)NC(=O)C1=C(O)C=C2C=CC=CC2=N1)NC(=O)C1=NC2=CC=CC=C2C=C1O,,,SW-163E,"['npatlas:16133', 'pubchem:6857739']",,,1140.404488728,C54H64N10O14S2
414,3,,,,[H][C@]12CS[C@H](SC(C)C)[C@]([H])(N(C)C(=O)[C@H](C)NC(=O)[C@@H](COC(=O)[C@@]3(C[C@@H]3C)N(C)C1=O)NC(=O)C1=C(O)C=C3C=CC=CC3=N1)C(=O)N(C)[C@]1(C[C@@H]1C)C(=O)OC[C@@H](NC(=O)C1=C(O)C=C3C=CC=CC3=N1)C(=O)N[C@@H](C)C(=O)N2C,,,SW-163F,['npatlas:13657'],,,1154.4201387919998,C55H66N10O14S2
414,4,,,,CCC(C)S[C@@H]1[C@H]2C(=O)N([C@]3(C[C@@H]3C)C(=O)OC[C@H](C(=O)N[C@H](C(=O)N([C@@H](CS1)C(=O)N([C@]4(C[C@@H]4C)C(=O)OC[C@H](C(=O)N[C@H](C(=O)N2C)C)NC(=O)C5=NC6=CC=CC=C6C=C5O)C)C)C)NC(=O)C7=NC8=CC=CC=C8C=C7O)C,,,SW-163G,['pubchem:101478663'],,,1168.435788856,C56H68N10O14S2
414,5,mibig_json_2.0/BGC0000434.json,,,,,,,,,,,
415,0,,,,,,,syringafactin,,,,,
415,1,mibig_json_2.0/BGC0000435.json,,,,,,,,,,,
416,0,,,,CC(C)C(NC(=O)NC(C(C)C)C(=O)NC1\C=C/CCNC(=O)\C=C/C(NC1=O)C(C)C)C(O)=O,,,syringolin A,"['npatlas:10377', 'pubchem:24978526']",,,493.29003396799993,C24H39N5O6
416,1,mibig_json_2.0/BGC0000436.json,,,,,,,,,,,
417,0,,,,CCCCCCCCC[C@@H](CC(=O)N[C@H]1COC(=O)[C@@H](NC(=O)[C@@H](NC(=O)/C(=C/C)/NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H](NC(=O)[C@H](NC1=O)CO)CCN)CCN)CCCN=C(N)N)CC2=CC=CC=C2)[C@@H](C(=O)O)O)[C@@H](CCl)O)O,,,syringomycin,['pubchem:11966095'],,,1224.59056494,C53H85ClN14O17
417,1,mibig_json_2.0/BGC0000437.json,,,,,,,,,,,
418,0,,,,CCCCCCCC(CC(=N/C(=C\C)/C(=O)N1CCC[C@H]1C(=N[C@@H](C(C)C)C(=N[C@@H](C)C(=N[C@@H](C)C(=N[C@@H](C(C)C)C(=N[C@@H](CC(C)C)C(=N[C@@H](C)C(=N[C@@H](C)C(=N/C(=C\C)/C(=N[C@@H](C(C)C)C(=N/C(=C\C)/C(=N[C@@H](C)C(=N[C@@H](C(C)C)C(=N[C@@H](C)C(=N[C@@H](C)C(=N/C(=C\C)/C(=N[C@H]2C(OC(=O)[C@@H](N=C([C@@H](N=C([C@@H](N=C([C@@H](N=C([C@@H](N=C([C@@H](N=C([C@@H](N=C2O)CO)O)C)O)C(C)C)O)C)O)CCN)O)CCN)O)CC3=CC=C(C=C3)O)C)O)O)O)O)O)O)O)O)O)O)O)O)O)O)O)O)O)O,,,syringopeptin 25A,['pubchem:101985870'],,,2398.362417455999,C113H183N27O30
418,1,mibig_json_2.0/BGC0000438.json,,,,,,,,,,,
419,0,,['Antibacterial'],,O=C(N[C@H](C(N[C@@H](C(N[C@@H](CC(O)=O)C(N[C@H](C(NCC(N[C@H](C(N[C@@H](CC(O)=O)C(N[C@H](C)C(N[C@H](C(NCC(N[C@@H](C(N[C@H](C(N[C@H]1CC(C2=CC=C(Cl)C=C2N)=O)=O)[C@H](C)CC(O)=O)=O)C)=O)=O)CC(O)=O)=O)=O)=O)CCCN)=O)=O)[C@@H](C)OC1=O)=O)=O)CC(N)=O)=O)CC3=CNC4=C3C=CC(Cl)=C4)/C=C/C=C/CCC,,,taromycin A,,,[M+H]+,1639.5749067719994,C70H91Cl2N17O25
419,1,mibig_json_2.0/BGC0000439.json,,,,,,,,,,,
420,0,,['Antibacterial'],"[{'moiety': '3,5-Dihydroxy-phenylglycine', 'subcluster': ['cae53371.1,cae53372.1,cae53373.1,cae53374.1']}]",C1[C@@H]2C(=O)N[C@@H](C3=CC(=CC(=C3)O)OC4=C(C=CC(=C4)[C@H](C(=O)N2)N)O)C(=O)N[C@@H]5C6=CC(=C(C(=C6)OC7=C(C=C(C=C7)[C@H]([C@H]8C(=O)NC(C9=CC(=CC(=C9C2=C(C=CC(=C2)[C@H](C(=O)N8)NC5=O)O)O)O)C(=O)O)O)Cl)O)OC2=C(C=C1C=C2)Cl,,[{'target': 'lipid II'}],teicoplanin,['pubchem:16162959'],,,1197.21981296,C58H45Cl2N7O18
420,1,mibig_json_2.0/BGC0000440.json,,,,,,,,,,,
421,0,,,,C1[C@@H]2C(=O)N[C@@H](C3=CC(=CC(=C3)O)OC4=C(C=CC(=C4)[C@H](C(=O)N2)N)O)C(=O)N[C@@H]5C6=CC(=C(C(=C6)OC7=C(C=C(C=C7)[C@H]([C@H]8C(=O)NC(C9=CC(=CC(=C9C2=C(C=CC(=C2)[C@H](C(=O)N8)NC5=O)O)O)O)C(=O)O)O)Cl)O)OC2=C(C=C1C=C2)Cl,,,teicoplanin,['pubchem:16162959'],,,1197.21981296,C58H45Cl2N7O18
421,1,mibig_json_2.0/BGC0000441.json,,,,,,,,,,,
422,0,,['Cytotoxic'],,CC(C)=CCC1=C(C2=CNC3=C2C=CC=C3)C(=O)C(O)=C(C2=C(NC3=C2C=CC=C3)C(C)(C)C=C)C1=O,,,terrequinone A,['npatlas:5272'],"['NMR', 'Mass spectrometry']",,490.22564282,C32H30N2O3
422,1,mibig_json_2.0/BGC0000442.json,,,,,,,,,,,
423,0,,['Antifungal'],[{'moiety': 'Chlorinated'}],CCCCCCCCCCCCC(C(CC(=O)NC1COC(=O)C(NC(=O)C(NC(=O)/C(=C\C)/NC(=O)C(CC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC1=O)(CCCN)O)CC(=O)O)CCO)CC2=C3C=CNC3=CC=C2)C(C)O)C(C(=O)O)O)C(CCl)O)O)O,,,thanamycin,['pubchem:132528124'],,,1338.5997922319996,C60H91ClN10O22
423,1,mibig_json_2.0/BGC0000443.json,,,,,,,,,,,
424,0,,,,[H][C@@]1(CC2=CNC3=CC=CC(=C23)N(=O)=O)N(C)C(=O)[C@](O)(CC2=CC=CC(O)=C2)N(C)C1=O,,,thaxtomin A,['npatlas:9094'],,,438.15393442399994,C22H22N4O6
424,1,mibig_json_2.0/BGC0000444.json,,,,,,,,,,,
425,0,,['Cytotoxic'],,CSCC1N(C)C(=O)C2CSSCC(N(C)C(=O)CNC(=O)C(CSC1=O)NC(=O)C1=NC3=CC=CC=C3C=C1O)C(=O)N(C)C(CSC)C(=O)SCC(NC(=O)C1=C(O)C=C3C=CC=CC3=N1)C(=O)NCC(=O)N2C,,[{'target': 'DNA polymerase alpha'}],thiocoraline,['npatlas:19774'],,,1156.240343232,C48H56N10O12S6
425,1,mibig_json_2.0/BGC0000445.json,,,,,,,,,,,
426,0,,['Cytotoxic'],,C1C[C@H]2[C@@H](NC3=C(C=CC=C3O)C(=O)N2C1)C4=CNC5=CC=CC=C54,,,tilivalline,['pubchem:128363'],['Mass spectrometry'],,333.147726848,C20H19N3O2
426,1,,,,O=C1C2=C(C=CC=C2)N[C@@H](C3=CNC4=C3C=CC=C4)[C@@]5([H])N1CCC5,,,9-deoxy tilivalline,,['Mass spectrometry'],[M+H]+,317.152812228,C20H19N3O
426,2,,,,O=C1C2=C(C(O)=CC(O)=C2)N[C@@H](C3=CNC4=C3C=CC=C4)[C@@]5([H])N1CCC5,,,dihydroxy tilivalline,,['Mass spectrometry'],[M+H]+,349.1426414680001,C20H19N3O3
426,3,,,,O=C1C2=C(C(O)=CC=C2)N[C@@H](C3=CNC4=C3C=CC=C4)[C@@]5([H])N1C=CC5,,,dehydro tilivalline,,['Mass spectrometry'],[M+H]+,331.13207678400005,C20H17N3O2
426,4,,,,O=C1C2=C(C(O)=CC(O)=C2)N[C@@H](C3=CNC4=C3C=CC=C4)[C@@]5([H])N1C=CC5,,,dihydroxy-dehydro tilivalline,,['Mass spectrometry'],[M+H]+,347.1269914040001,C20H17N3O3
426,5,mibig_json_2.0/BGC0000446.json,,,,,,,,,,,
427,0,,['Antifungal'],,CCCCCC(CC(=O)N/C(=C\C)/C(=O)N1CCC[C@@H]1C(=O)N[C@@H](CO)C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](C(C)C)C(=O)N[C@H](CO)C(=O)N[C@H](CC(C)C)C(=O)N[C@H](C(C)C)C(=O)N[C@@H](C(C)C)C(=O)N[C@H](CCC(=O)N)C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](C(C)C)C(=O)N/C(=C\C)/C(=O)N[C@@H]2[C@H](OC(=O)[C@@H](NC(=O)[C@H](NC(=O)[C@@H](NC(=O)[C@@H](NC2=O)[C@@H](C)CC)CCO)CCN)CCCCN)C)O,,[{'target': 'cell membrane'}],tolaasin I,"['pubchem:44559556', 'chemspider:23327101']",,,1986.212899715999,C94H163N21O25
427,1,,,,O=C(N[C@@H](C(N[C@@H](CC(C)C)C(N[C@H](C(N1)=O)CCO)=O)=O)[C@@H](C)OC([C@H](CCCCN)NC([C@H]1CCN)=O)=O)/C(NC([C@@H](C(C)C)NC([C@H](CC(C)C)NC([C@@H](CCC(N)=O)NC([C@@H](C(C)C)NC([C@@H](C(C)C)NC([C@@H](CC(C)C)NC([C@@H](CO)NC([C@@H](C(C)C)NC([C@@H](CC(C)C)NC([C@@H](CO)NC([C@H]2N(C(/C(NC(CC(CCCCC)O)=O)=C/C)=O)CCC2)=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)=C/C,,,tolaasin F,,,,1986.2128997159982,C94H163N21O25
427,2,mibig_json_2.0/BGC0000447.json,,,,,,,,,,,
428,0,,,,COC1NC2=C(C=C(OC)C(O)=C2)C(=O)N2CC(CC12)=CC,,,tomaymycin,"['npatlas:5351', 'pubchem:6436800']",,,304.14230712,C16H20N2O4
428,1,mibig_json_2.0/BGC0000448.json,,,,,,,,,,,
429,0,,,,,,,tridecaptin,,,,,
429,1,mibig_json_2.0/BGC0000449.json,,,,,,,,,,,
430,0,,,,CC(C)C1N(C)C(=O)C2CSSCC(N(C)C(=O)C(C)NC(=O)C(COC1=O)NC(=O)C1=CN=C3C=CC=CC3=N1)C(=O)N(C)C(C(C)C)C(=O)OCC(NC(=O)C1=CN=C3C=CC=CC3=N1)C(=O)NC(C)C(=O)N2C,,,triostin A,"['npatlas:13641', 'pubchem:316447']",,,1086.405157424,C50H62N12O12S2
430,1,mibig_json_2.0/BGC0000450.json,,,,,,,,,,,
431,0,,,,,,,turnerbactin,,,,,
431,1,mibig_json_2.0/BGC0000451.json,,,,,,,,,,,
432,0,,,,CC(C)C[C@H]1C(=O)N[C@@H](C(=O)N2CCC[C@H]2C(=O)N[C@H](C(=O)N[C@@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N1)CCCN)C(C)C)CC3=CC=C(C=C3)O)CCC(=O)N)CC(=O)N)CC4=CC=CC=C4)CC5=CC=CC=C5)CC6=CC=CC=C6,,,tyrocidine,['pubchem:16129635'],,,1269.6546298439998,C66H87N13O13
432,1,mibig_json_2.0/BGC0000452.json,,,,,,,,,,,
433,0,,"['Antibacterial', 'Antifungal', 'Cytotoxic', 'Antiviral']","[{'moiety': 'D-alpha-hydroxyisovaleric acid', 'subcluster': ['ABA59547.1']}]",CC(C)[C@@H]1NC(=O)C(C)OC(=O)[C@H](NC(=O)[C@H](OC(=O)[C@@H](NC(=O)[C@H](C)OC(=O)[C@H](NC(=O)[C@H](OC(=O)[C@@H](NC(=O)[C@H](C)OC(=O)[C@H](NC(=O)[C@H](OC1=O)C(C)C)C(C)C)C(C)C)C(C)C)C(C)C)C(C)C)C(C)C)C(C)C,,,valinomycin,['npatlas:6953'],,,1110.63116004,C54H90N6O18
433,1,mibig_json_2.0/BGC0000453.json,,,,,,,,,,,
434,0,,,,NC(=N)NCCC[C@@H](NC(=O)C1=CC=CC(O)=C1O)C(=O)N[C@@H](CO)C(O)=O,,,vanchrobactin,"['npatlas:16075', 'pubchem:16658367']",,,397.1597480759999,C16H23N5O7
434,1,mibig_json_2.0/BGC0000454.json,,,,,,,,,,,
435,0,,,,C[C@H]1[C@H]([C@@](C[C@@H](O1)O[C@@H]2[C@H]([C@@H]([C@H](O[C@H]2OC3=C4C=C5C=C3OC6=C(C=C(C=C6)[C@H]([C@H](C(=O)N[C@H](C(=O)N[C@H]5C(=O)N[C@@H]7C8=CC(=C(C=C8)O)C9=C(C=C(C=C9[C@H](NC(=O)[C@H]([C@@H](C1=CC(=C(O4)C=C1)Cl)O)NC7=O)C(=O)O)O)O)CC(=O)N)NC(=O)[C@@H](CC(C)C)NC)O)Cl)CO)O)O)(C)N)O,,,vancomycin,['pubchem:14969'],,,1447.4301996399995,C66H75Cl2N9O24
435,1,mibig_json_2.0/BGC0000455.json,,,,,,,,,,,
436,0,,,,C[C@@H]1CC(=O)N(O)CCC[C@@H](NC(C)=O)C(=O)O[C@H](C)CC(=O)N(O)CCC[C@@H](NC(C)=O)C(=O)O[C@H](C)CC(=O)N(O)CCC[C@@H](NC(C)=O)C(=O)O1,,,vicibactin,['npatlas:788'],,,774.3647150280001,C33H54N6O15
436,1,mibig_json_2.0/BGC0000457.json,,,,,,,,,,,
437,0,,,,C1[C@@H](N=C(NC1[C@@H]2C(=O)NC[C@H](C(=O)N[C@@H](C(=O)N[C@H](C(=O)N/C(=C\NC(=O)N)/C(=O)N2)CO)CO)NC(=O)C[C@@H](CCCN)N)N)O.OS(=O)(=O)O,,,viomycin,['pubchem:3034080'],,,783.2929641200001,C25H45N13O14S
437,1,mibig_json_2.0/BGC0000458.json,,,,,,,,,,,
438,0,,['Antibacterial'],,[H][C@@]12CS\C(=C/C[C@@H](C)OC1=O)C(=O)NC\C=C\C=C\[C@@H](O)C[C@H](O)CC1=NC(=CO1)C(=O)N2,"['virginiamycin m', 'pristinamycin IIA']",[{'target': 'A site of 50S bacterial ribosomal subunit'}],griseoviridin,['npatlas:2368'],,,477.15697120399994,C22H27N3O7S
438,1,,,,[H][C@]12C[C@@H](O)CN1C(=O)[C@@H](CC(C)C)NC(=O)[C@@H](NC(=O)C1=NC=CC=C1O)[C@@H](C)OC(=O)[C@H](N(C)C(=O)[C@H](C)NC(=O)[C@H](C(C)C(C)C)N(C)C(=O)CN(C)C2=O)C1=CC=CC=C1,,,fijimycin A,['npatlas:19593'],,,878.453804804,C44H62N8O11
438,2,mibig_json_2.0/BGC0000459.json,,,,,,,,,,,
439,0,,,,CC1OC(=NC1C(=O)NCCCN(CCCNC(=O)C1=CC=CC(O)=C1O)C(=O)C1N=C(OC1C)C1=CC=CC=C1O)C1=CC=CC=C1O,,,vulnibactin,"['npatlas:6880', 'pubchem:5487539']",,,673.274777828,C35H39N5O9
439,1,mibig_json_2.0/BGC0000460.json,,,,,,,,,,,
440,0,,,,CC(C)CCCC1CC(=O)NC(CO)C(=O)NC(C(O)C(N)=O)C(=O)NC(CO)C(=O)NCC(=O)N(C)C(CC2=CC=CC=C2)C(=O)NC(CC(C)C)C(=O)NC(CCCN)C(=O)NC(CCC(O)=O)C(=O)NC(CC(N)=O)C(=O)NC(CC2=CNC3=C2C=CC=C3)C(=O)NC(CCCN)C(=O)N(C)C(C(C)C)C(=O)O1,,,WAP-8294A2,['npatlas:18076'],,,1561.8140435719995,C73H111N17O21
440,1,mibig_json_2.0/BGC0000461.json,,,,,,,,,,,
441,0,,"['Antibacterial', 'Antifungal']",,CCCCCCCC(O)CC(NC(CC(C)C)C(NC(CCC(O)=O)C(NC(CCC(N)=O)C(NC(C(C)C)C(NC(CC(C)C)C(NC(CCC(N)=O)C(NC(CO1)C(NC(C(C)C)C(NC(CC(C)C)C(NC(CCC(N)=O)C(NC(CC(C)C)C(NC(CC(C)C)C(NC(CCC(N)=O)C(NC(C(CC)C)C1=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)=O,,,xantholysin A,,,,1775.0808229319985,C84H146N18O23
441,1,,"['Antibacterial', 'Antifungal']",,CCCCCCCC(O)CC(NC(CC(C)C)C(NC(CCC(O)=O)C(NC(CCC(N)=O)C(NC(C(C)C)C(NC(CC(C)C)C(NC(CCC(N)=O)C(NC(CO1)C(NC(C(C)C)C(NC(CC(C)C)C(NC(CCC(N)=O)C(NC(CC(C)C)C(NC(CC(C)C)C(NC(CCC(N)=O)C(NC(C(C)C)C1=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)=O,,,xantholysin B,,,,1761.0651728679984,C83H144N18O23
441,2,,"['Antibacterial', 'Antifungal']",,OC(CC(NC(CC(C)C)C(NC(CCC(O)=O)C(NC(CCC(N)=O)C(NC(C(C)C)C(NC(CC(C)C)C(NC(CCC(N)=O)C(NC(CO1)C(NC(C(C)C)C(NC(CC(C)C)C(NC(CCC(N)=O)C(NC(CC(C)C)C(NC(CC(C)C)C(NC(CCC(N)=O)C(NC(C(CC)C)C1=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)C/C=C\CCCCCC,,,xantholysin C,,,,1801.0964729959985,C86H148N18O23
441,3,mibig_json_2.0/BGC0000463.json,,,,,,,,,,,
442,0,,['antiparasitic'],,O=C(N[C@H](C(N[C@H](C(C)C)C(N[C@@H](C(C)C)C(N[C@H](C)C(NCCC1=O)=O)=O)=O)=O)C(C)C)[C@@H]([C@H](OC([C@@H](NC([C@@H]2N1CCC2)=O)C(C)C)=O)C)NC([C@H]([C@H](C)CC)NC([C@@H](CC(C)C)NC([C@H](C(C)C)NC([C@@H](C)NC([C@H]3N(C(CCC)=O)CCC3)=O)=O)=O)=O)=O,,,xenoamicin A,,,[M+H]+,1299.8166097879994,C64H109N13O15
442,1,,,,O=C(N[C@H](C(N[C@H]([C@H](C)CC)C(N[C@@H](C(C)C)C(N[C@H](C)C(NCCC1=O)=O)=O)=O)=O)C(C)C)[C@@H]([C@H](OC([C@@H](NC([C@@H]2N1CCC2)=O)C(C)C)=O)C)NC([C@H]([C@H](C)CC)NC([C@@H](CC(C)C)NC([C@H](C(C)C)NC([C@@H](C)NC([C@H]3N(C(CCC)=O)CCC3)=O)=O)=O)=O)=O,,,xenoamicin B,,,[M+H]+,1313.8322598519992,C65H111N13O15
442,2,mibig_json_2.0/BGC0000464.json,,,,,,,,,,,
443,0,,['Cytotoxic'],,CN[C@@H](CC(C)C)C(=O)N(C)[C@@H](CC1=CC=CC=C1)C(=O)NCCC1=CC=CC=C1,,,xenortide A,"['npatlas:10726', 'pubchem:24900168']",,,409.27292736000004,C25H35N3O2
443,1,,['Cytotoxic'],,CN[C@@H](CC(C)C)C(=O)N(C)[C@@H](CC1=CC=CC=C1)C(=O)NCCC1=CNC2=C1C=CC=C2,,,xenortide B,"['npatlas:18977', 'pubchem:24900169']",,,448.28382639200004,C27H36N4O2
443,2,,,,CN[C@@H](C(C)C)C(N([C@H](C(NCCC1=CC=CC=C1)=O)CC2=CC=CC=C2)C)=O,,,xenortide C,,,[M+H]+,395.257277296,C24H33N3O2
443,3,,,,CN[C@@H](C(C)C)C(=O)N(C)[C@@H](CC1=CC=CC=C1)C(=O)NCCC1=CNC2=CC=CC=C12,,,xenortide D,['npatlas:16799'],,,434.26817632800004,C26H34N4O2
443,4,mibig_json_2.0/BGC0000465.json,,,,,,,,,,,
444,0,,,,COC1=CC2=C(NC(=C2)C(=O)N2CC3CC33C4=C(NC(=C4)C(=O)N4CCC5=C6C=C(NC6=C(OC)C(O)=C45)SC(C)=O)C(=O)C=C23)C=C1O,,,yatakemycin,"['npatlas:1250', 'pubchem:11721692']",,,679.173683888,C35H29N5O8S
444,1,mibig_json_2.0/BGC0000466.json,,,,,,,,,,,
445,0,,,,CC(C)(C(O)C1CSC(N1)C1CSC(=N1)C1=CC=CC=C1O)C1=NC(C)(CS1)C(O)=O,,,yersiniabactin,"['npatlas:15861', 'pubchem:5462519']",,,481.116369344,C21H27N3O4S3
445,1,mibig_json_2.0/BGC0000467.json,,,,,,,,,,,
446,0,,['Antibacterial'],,[H][C@@]12[C@H](C)CCN1C(=O)CN\C(=N/[C@H](C(=O)N[C@@H]([C@@H](C)C1=CC=CC=C1)C(=O)N[C@H](CC(=O)OC)C1=NC=CS1)C(C)(C)C)[C@@H](NC(=O)[C@@H](NC2=O)C(C)C)C(C)(C)C,,[{'target': 'Bacterial ribosome'}],bottromycin A2,"['npatlas:4746', 'chemspider:26365309']",,,822.446217324,C42H62N8O7S
446,1,mibig_json_2.0/BGC0000468.json,,,,,,,,,,,
447,0,,,,[H][C@@]12[C@H](C)CCN1C(=O)CN\C(=N/[C@H](C(=O)N[C@@H]([C@@H](C)C1=CC=CC=C1)C(=O)N[C@H](CC(=O)OC)C1=NC=CS1)C(C)(C)C)[C@@H](NC(=O)[C@@H](NC2=O)C(C)C)C(C)(C)C,,,bottromycin A2,"['npatlas:4746', 'pubchem:3081434']",,,822.446217324,C42H62N8O7S
447,1,mibig_json_2.0/BGC0000469.json,,,,,,,,,,,
448,0,,,,C[C@@H]1CCN2[C@@H]1C(=O)N[C@H](C(=O)N[C@H](C(=NCC2=O)N[C@H](C(=O)N[C@@H]([C@@H](C)C3=CC=CC=C3)C(=O)N[C@H](CC(=O)OC)C4=NC=CS4)C(C)(C)C)C(C)(C)C)C,,,bottromycin D,['pubchem:71470785'],,,794.414917196,C40H58N8O7S
448,1,mibig_json_2.0/BGC0000470.json,,,,,,,,,,,
449,0,,,,,,,viridisamide A,,,,-1.0,
449,1,mibig_json_2.0/BGC0000471.json,,,,,,,,,,,
450,0,,,,CC[C@H](C)[C@H]1C(=O)N[C@H](C(=O)NCC(=O)N[C@H](C(=O)N2CCC[C@H]2C(=O)N[C@H](C(=O)N3CCC[C@H]3C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N1)CCC(=O)N)CO)[C@@H](C)O)C(C)C)CO)CC4=CNC5=CC=CC=C54,,,anacyclamide A10,['pubchem:102170967'],,,1052.529094984,C49H72N12O14
450,1,mibig_json_2.0/BGC0000472.json,,,,,,,,,,,
451,0,,,,CC[C@H](C)[C@@H]1NC(=O)C2=C(C)OC(=N2)[C@H](C)NC(=O)C2=CSC(=N2)[C@H](CC2=CN=CN2C)NC(=O)C2=CSC1=N2,['aerucyclamide'],,microcyclamide,"['npatlas:18963', 'pubchem:10555282']",,,582.1831434400001,C26H30N8O4S2
451,1,mibig_json_2.0/BGC0000473.json,,,,,,,,,,,
452,0,,,,CC[C@H](C)[C@H]1C2=NC(=CS2)C(=O)N[C@H](C3=NC(=CS3)C(=O)N[C@H](C4=NC(=C(O4)C)C(=O)N1)C)CC5=CN=CN5C,['aerucyclamide'],,microcyclamide,['pubchem:10555282'],,,582.18314344,C26H30N8O4S2
452,1,mibig_json_2.0/BGC0000474.json,,,,,,,,,,,
453,0,,,,CC[C@H](C)[C@H]1C2=N[C@@H](CO2)C(=O)N[C@@H](C3=NC(=CS3)C(=O)N[C@H](C4=N[C@@H]([C@H](O4)C)C(=O)N[C@@H](C5=NC(=CS5)C(=O)N1)C(C)C)[C@@H](C)CC)C(C)C,,,patellamide A,['pubchem:157454'],,,742.32947332,C35H50N8O6S2
453,1,,,,CC[C@H](C)[C@H]1C2=N[C@@H]([C@H](O2)C)C(=O)N[C@@H](C3=NC(=CS3)C(=O)N[C@H](C4=N[C@@H]([C@H](O4)C)C(=O)N[C@@H](C5=NC(=CS5)C(=O)N1)C)C(C)C)CC6=CC=CC=C6,,,patellamide C,['pubchem:9767970'],,,762.298173192,C37H46N8O6S2
453,2,mibig_json_2.0/BGC0000475.json,,,,,,,,,,,
454,0,,,,CC[C@H](C)[C@H]1C2=N[C@@H]([C@H](O2)C)C(=O)N[C@@H](C3=NC(=CS3)C(=O)N[C@H](C4=N[C@@H]([C@H](O4)C)C(=O)N[C@@H](C5=NC(=CS5)C(=O)N1)C)CC(C)C)CC6=CC=CC=C6,,,patellamide B,,,,776.313823256,C38H48N8O6S2
454,1,mibig_json_2.0/BGC0000476.json,,,,,,,,,,,
455,0,,,,CC(C)C[C@H]1C2=N[C@H](CS2)C(=O)N[C@H](C(=O)N[C@H](C(=O)N3CCC[C@H]3C(=O)N[C@H](C(=O)N1)C(C)OC(C)(C)C=C)C(C)C)C(C)OC(C)(C)C=C,,,patellin 2,['pubchem:24762149'],,,732.4244192599999,C37H60N6O7S
455,1,,,,C[C@H]([C@H]1C(=O)N[C@H](C(=O)N2CCC[C@H]2C(=O)N[C@H](C(=O)N3CCC[C@H]3C(=O)N[C@H](C(=O)N[C@H](C4=N[C@@H](CS4)C(=O)N1)CC(C)C)C(C)OC(C)(C)C=C)C(C)C)CC(C)C)OC(C)(C)C=C,,,patellin 3,['pubchem:24762150'],,,942.5612470760001,C48H78N8O9S
455,2,mibig_json_2.0/BGC0000477.json,,,,,,,,,,,
456,0,,,,C[C@H]([C@H]1C(=O)N[C@H](C2=N[C@@H](CS2)C(=O)N[C@H](C(=O)N[C@H](C(=O)N3CCC[C@H]3C(=O)N[C@H](C(=O)N4CCC[C@H]4C(=O)N1)C(C)C)CC5=CC=CC=C5)[C@@H](C)OC(C)(C)C=C)C(C)C)OC(C)(C)C=C,,,patellin 6,['pubchem:10350938'],,,962.5299469480001,C50H74N8O9S
456,1,,['Cytotoxic'],,CC[C@H](C)[C@H]1C(=O)N[C@H](C(=O)N2CCC[C@H]2C(=O)N[C@H](C3=N[C@@H](CS3)C(=O)N[C@H](C(=O)N[C@H](C(=O)N1)COC(C)(C)C=C)[C@@H](C)OC(C)(C)C=C)CC4=CC=CC=C4)C,,,trunkamide,['pubchem:9811230'],,,837.4458829760001,C43H63N7O8S
456,2,mibig_json_2.0/BGC0000478.json,,,,,,,,,,,
457,0,,,,CC[C@H](C)[C@@H]1NC(=O)[C@@H]2CCCN2C(=O)[C@H](CC2=CC=C(O)C=C2)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC2=CC=C(OCC=C(C)C)C=C2)NC(=O)[C@@H]2CCCN2C(=O)[C@H](CC(N)=O)NC1=O,,,prenylagaramide B,"['npatlas:16379', 'pubchem:10629643']",,,928.5058403759999,C49H68N8O10
