,compounds,ncbi_tax_id,organism_name,file
1151,"[{'chem_struct': 'CCCCCCCC(CC(=N/C(=C\\C)/C(=O)N1CCC[C@H]1C(=N[C@@H](C(C)C)C(=N[C@@H](C)C(=N[C@@H](C)C(=N[C@@H](C(C)C)C(=N[C@@H](CC(C)C)C(=N[C@@H](C)C(=N[C@@H](C)C(=N/C(=C\\C)/C(=N[C@@H](C(C)C)C(=N/C(=C\\C)/C(=N[C@@H](C)C(=N[C@@H](C(C)C)C(=N[C@@H](C)C(=N[C@@H](C)C(=N/C(=C\\C)/C(=N[C@H]2C(OC(=O)[C@@H](N=C([C@@H](N=C([C@@H](N=C([C@@H](N=C([C@@H](N=C([C@@H](N=C([C@@H](N=C2O)CO)O)C)O)C(C)C)O)C)O)CCN)O)CCN)O)CC3=CC=C(C=C3)O)C)O)O)O)O)O)O)O)O)O)O)O)O)O)O)O)O)O)O', 'compound': 'syringopeptin 25A', 'database_id': ['pubchem:101985870'], 'mol_mass': 2398.362417455999, 'molecular_formula': 'C113H183N27O30'}]",321,Pseudomonas syringae pv. syringae,mibig_json_2.0/BGC0000438.json
1246,"[{'chem_acts': ['Antibacterial'], 'chem_struct': 'O=C(N[C@H](C(N[C@@H](C(N[C@@H](CC(O)=O)C(N[C@H](C(NCC(N[C@H](C(N[C@@H](CC(O)=O)C(N[C@H](C)C(N[C@H](C(NCC(N[C@@H](C(N[C@H](C(N[C@H]1CC(C2=CC=C(Cl)C=C2N)=O)=O)[C@H](C)CC(O)=O)=O)C)=O)=O)CC(O)=O)=O)=O)=O)CCCN)=O)=O)[C@@H](C)OC1=O)=O)=O)CC(N)=O)=O)CC3=CNC4=C3C=CC(Cl)=C4)/C=C/C=C/CCC', 'compound': 'taromycin A', 'mass_spec_ion_type': '[M+H]+', 'mol_mass': 1639.5749067719994, 'molecular_formula': 'C70H91Cl2N17O25'}]",1137271,Saccharomonospora sp. CNQ490,mibig_json_2.0/BGC0000439.json
752,"[{'chem_acts': ['Antibacterial'], 'chem_moieties': [{'moiety': '3,5-Dihydroxy-phenylglycine', 'subcluster': ['cae53371.1,cae53372.1,cae53373.1,cae53374.1']}], 'chem_struct': 'C1[C@@H]2C(=O)N[C@@H](C3=CC(=CC(=C3)O)OC4=C(C=CC(=C4)[C@H](C(=O)N2)N)O)C(=O)N[C@@H]5C6=CC(=C(C(=C6)OC7=C(C=C(C=C7)[C@H]([C@H]8C(=O)NC(C9=CC(=CC(=C9C2=C(C=CC(=C2)[C@H](C(=O)N8)NC5=O)O)O)O)C(=O)O)O)Cl)O)OC2=C(C=C1C=C2)Cl', 'chem_targets': [{'target': 'lipid II'}], 'compound': 'teicoplanin', 'database_id': ['pubchem:16162959'], 'mol_mass': 1197.21981296, 'molecular_formula': 'C58H45Cl2N7O18'}]",1867,Actinoplanes teichomyceticus,mibig_json_2.0/BGC0000440.json
683,"[{'chem_struct': 'C1[C@@H]2C(=O)N[C@@H](C3=CC(=CC(=C3)O)OC4=C(C=CC(=C4)[C@H](C(=O)N2)N)O)C(=O)N[C@@H]5C6=CC(=C(C(=C6)OC7=C(C=C(C=C7)[C@H]([C@H]8C(=O)NC(C9=CC(=CC(=C9C2=C(C=CC(=C2)[C@H](C(=O)N8)NC5=O)O)O)O)C(=O)O)O)Cl)O)OC2=C(C=C1C=C2)Cl', 'compound': 'teicoplanin', 'database_id': ['pubchem:16162959'], 'mol_mass': 1197.21981296, 'molecular_formula': 'C58H45Cl2N7O18'}]",1867,Actinoplanes teichomyceticus,mibig_json_2.0/BGC0000441.json
1289,"[{'chem_acts': ['Cytotoxic'], 'chem_struct': 'CC(C)=CCC1=C(C2=CNC3=C2C=CC=C3)C(=O)C(O)=C(C2=C(NC3=C2C=CC=C3)C(C)(C)C=C)C1=O', 'compound': 'terrequinone A', 'database_id': ['npatlas:5272'], 'evidence': ['NMR', 'Mass spectrometry'], 'mol_mass': 490.22564282, 'molecular_formula': 'C32H30N2O3'}]",227321,Aspergillus nidulans FGSC A4,mibig_json_2.0/BGC0000442.json
1098,"[{'chem_acts': ['Antifungal'], 'chem_moieties': [{'moiety': 'Chlorinated'}], 'chem_struct': 'CCCCCCCCCCCCC(C(CC(=O)NC1COC(=O)C(NC(=O)C(NC(=O)/C(=C\\C)/NC(=O)C(CC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC1=O)(CCCN)O)CC(=O)O)CCO)CC2=C3C=CNC3=CC=C2)C(C)O)C(C(=O)O)O)C(CCl)O)O)O', 'compound': 'thanamycin', 'database_id': ['pubchem:132528124'], 'mol_mass': 1338.5997922319996, 'molecular_formula': 'C60H91ClN10O22'}]",984195,Pseudomonas sp. SHC52,mibig_json_2.0/BGC0000443.json
1872,"[{'chem_struct': '[H][C@@]1(CC2=CNC3=CC=CC(=C23)N(=O)=O)N(C)C(=O)[C@](O)(CC2=CC=CC(O)=C2)N(C)C1=O', 'compound': 'thaxtomin A', 'database_id': ['npatlas:9094'], 'mol_mass': 438.15393442399994, 'molecular_formula': 'C22H22N4O6'}]",698760,Streptomyces turgidiscabies Car8,mibig_json_2.0/BGC0000444.json
1464,"[{'chem_acts': ['Cytotoxic'], 'chem_struct': 'CSCC1N(C)C(=O)C2CSSCC(N(C)C(=O)CNC(=O)C(CSC1=O)NC(=O)C1=NC3=CC=CC=C3C=C1O)C(=O)N(C)C(CSC)C(=O)SCC(NC(=O)C1=C(O)C=C3C=CC=CC3=N1)C(=O)NCC(=O)N2C', 'chem_targets': [{'target': 'DNA polymerase alpha'}], 'compound': 'thiocoraline', 'database_id': ['npatlas:19774'], 'mol_mass': 1156.240343232, 'molecular_formula': 'C48H56N10O12S6'}]",349725,Micromonospora sp. ML1,mibig_json_2.0/BGC0000445.json
391,"[{'chem_acts': ['Cytotoxic'], 'chem_struct': 'C1C[C@H]2[C@@H](NC3=C(C=CC=C3O)C(=O)N2C1)C4=CNC5=CC=CC=C54', 'compound': 'tilivalline', 'database_id': ['pubchem:128363'], 'evidence': ['Mass spectrometry'], 'mol_mass': 333.147726848, 'molecular_formula': 'C20H19N3O2'}, {'chem_struct': 'O=C1C2=C(C=CC=C2)N[C@@H](C3=CNC4=C3C=CC=C4)[C@@]5([H])N1CCC5', 'compound': '9-deoxy tilivalline', 'evidence': ['Mass spectrometry'], 'mass_spec_ion_type': '[M+H]+', 'mol_mass': 317.152812228, 'molecular_formula': 'C20H19N3O'}, {'chem_struct': 'O=C1C2=C(C(O)=CC(O)=C2)N[C@@H](C3=CNC4=C3C=CC=C4)[C@@]5([H])N1CCC5', 'compound': 'dihydroxy tilivalline', 'evidence': ['Mass spectrometry'], 'mass_spec_ion_type': '[M+H]+', 'mol_mass': 349.1426414680001, 'molecular_formula': 'C20H19N3O3'}, {'chem_struct': 'O=C1C2=C(C(O)=CC=C2)N[C@@H](C3=CNC4=C3C=CC=C4)[C@@]5([H])N1C=CC5', 'compound': 'dehydro tilivalline', 'evidence': ['Mass spectrometry'], 'mass_spec_ion_type': '[M+H]+', 'mol_mass': 331.13207678400005, 'molecular_formula': 'C20H17N3O2'}, {'chem_struct': 'O=C1C2=C(C(O)=CC(O)=C2)N[C@@H](C3=CNC4=C3C=CC=C4)[C@@]5([H])N1C=CC5', 'compound': 'dihydroxy-dehydro tilivalline', 'evidence': ['Mass spectrometry'], 'mass_spec_ion_type': '[M+H]+', 'mol_mass': 347.1269914040001, 'molecular_formula': 'C20H17N3O3'}]",571,Klebsiella oxytoca,mibig_json_2.0/BGC0000446.json
101,"[{'chem_acts': ['Antifungal'], 'chem_struct': 'CCCCCC(CC(=O)N/C(=C\\C)/C(=O)N1CCC[C@@H]1C(=O)N[C@@H](CO)C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](C(C)C)C(=O)N[C@H](CO)C(=O)N[C@H](CC(C)C)C(=O)N[C@H](C(C)C)C(=O)N[C@@H](C(C)C)C(=O)N[C@H](CCC(=O)N)C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](C(C)C)C(=O)N/C(=C\\C)/C(=O)N[C@@H]2[C@H](OC(=O)[C@@H](NC(=O)[C@H](NC(=O)[C@@H](NC(=O)[C@@H](NC2=O)[C@@H](C)CC)CCO)CCN)CCCCN)C)O', 'chem_targets': [{'target': 'cell membrane'}], 'compound': 'tolaasin I', 'database_id': ['pubchem:44559556', 'chemspider:23327101'], 'mol_mass': 1986.212899715999, 'molecular_formula': 'C94H163N21O25'}, {'chem_struct': 'O=C(N[C@@H](C(N[C@@H](CC(C)C)C(N[C@H](C(N1)=O)CCO)=O)=O)[C@@H](C)OC([C@H](CCCCN)NC([C@H]1CCN)=O)=O)/C(NC([C@@H](C(C)C)NC([C@H](CC(C)C)NC([C@@H](CCC(N)=O)NC([C@@H](C(C)C)NC([C@@H](C(C)C)NC([C@@H](CC(C)C)NC([C@@H](CO)NC([C@@H](C(C)C)NC([C@@H](CC(C)C)NC([C@@H](CO)NC([C@H]2N(C(/C(NC(CC(CCCCC)O)=O)=C/C)=O)CCC2)=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)=C/C', 'compound': 'tolaasin F', 'mol_mass': 1986.2128997159982, 'molecular_formula': 'C94H163N21O25'}]",168469,Pseudomonas costantinii,mibig_json_2.0/BGC0000447.json
1741,"[{'chem_struct': 'COC1NC2=C(C=C(OC)C(O)=C2)C(=O)N2CC(CC12)=CC', 'compound': 'tomaymycin', 'database_id': ['npatlas:5351', 'pubchem:6436800'], 'mol_mass': 304.14230712, 'molecular_formula': 'C16H20N2O4'}]",67255,Streptomyces achromogenes,mibig_json_2.0/BGC0000448.json
1606,[{'compound': 'tridecaptin'}],159743,Paenibacillus terrae,mibig_json_2.0/BGC0000449.json
369,"[{'chem_struct': 'CC(C)C1N(C)C(=O)C2CSSCC(N(C)C(=O)C(C)NC(=O)C(COC1=O)NC(=O)C1=CN=C3C=CC=CC3=N1)C(=O)N(C)C(C(C)C)C(=O)OCC(NC(=O)C1=CN=C3C=CC=CC3=N1)C(=O)NC(C)C(=O)N2C', 'compound': 'triostin A', 'database_id': ['npatlas:13641', 'pubchem:316447'], 'mol_mass': 1086.405157424, 'molecular_formula': 'C50H62N12O12S2'}]",45399,Streptomyces triostinicus,mibig_json_2.0/BGC0000450.json
116,[{'compound': 'turnerbactin'}],377629,Teredinibacter turnerae T7901,mibig_json_2.0/BGC0000451.json
1886,"[{'chem_struct': 'CC(C)C[C@H]1C(=O)N[C@@H](C(=O)N2CCC[C@H]2C(=O)N[C@H](C(=O)N[C@@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N1)CCCN)C(C)C)CC3=CC=C(C=C3)O)CCC(=O)N)CC(=O)N)CC4=CC=CC=C4)CC5=CC=CC=C5)CC6=CC=CC=C6', 'compound': 'tyrocidine', 'database_id': ['pubchem:16129635'], 'mol_mass': 1269.6546298439998, 'molecular_formula': 'C66H87N13O13'}]",358681,Brevibacillus brevis NBRC 100599,mibig_json_2.0/BGC0000452.json
1450,"[{'chem_acts': ['Antibacterial', 'Antifungal', 'Cytotoxic', 'Antiviral'], 'chem_moieties': [{'moiety': 'D-alpha-hydroxyisovaleric acid', 'subcluster': ['ABA59547.1']}], 'chem_struct': 'CC(C)[C@@H]1NC(=O)C(C)OC(=O)[C@H](NC(=O)[C@H](OC(=O)[C@@H](NC(=O)[C@H](C)OC(=O)[C@H](NC(=O)[C@H](OC(=O)[C@@H](NC(=O)[C@H](C)OC(=O)[C@H](NC(=O)[C@H](OC1=O)C(C)C)C(C)C)C(C)C)C(C)C)C(C)C)C(C)C)C(C)C)C(C)C', 'compound': 'valinomycin', 'database_id': ['npatlas:6953'], 'mol_mass': 1110.63116004, 'molecular_formula': 'C54H90N6O18'}]",285482,Streptomyces tsusimaensis,mibig_json_2.0/BGC0000453.json
1303,"[{'chem_struct': 'NC(=N)NCCC[C@@H](NC(=O)C1=CC=CC(O)=C1O)C(=O)N[C@@H](CO)C(O)=O', 'compound': 'vanchrobactin', 'database_id': ['npatlas:16075', 'pubchem:16658367'], 'mol_mass': 397.1597480759999, 'molecular_formula': 'C16H23N5O7'}]",989499,Vibrio anguillarum RV22,mibig_json_2.0/BGC0000454.json
1075,"[{'chem_struct': 'C[C@H]1[C@H]([C@@](C[C@@H](O1)O[C@@H]2[C@H]([C@@H]([C@H](O[C@H]2OC3=C4C=C5C=C3OC6=C(C=C(C=C6)[C@H]([C@H](C(=O)N[C@H](C(=O)N[C@H]5C(=O)N[C@@H]7C8=CC(=C(C=C8)O)C9=C(C=C(C=C9[C@H](NC(=O)[C@H]([C@@H](C1=CC(=C(O4)C=C1)Cl)O)NC7=O)C(=O)O)O)O)CC(=O)N)NC(=O)[C@@H](CC(C)C)NC)O)Cl)CO)O)O)(C)N)O', 'compound': 'vancomycin', 'database_id': ['pubchem:14969'], 'mol_mass': 1447.4301996399995, 'molecular_formula': 'C66H75Cl2N9O24'}]",1156913,Amycolatopsis orientalis HCCB10007,mibig_json_2.0/BGC0000455.json
699,"[{'chem_struct': 'C[C@@H]1CC(=O)N(O)CCC[C@@H](NC(C)=O)C(=O)O[C@H](C)CC(=O)N(O)CCC[C@@H](NC(C)=O)C(=O)O[C@H](C)CC(=O)N(O)CCC[C@@H](NC(C)=O)C(=O)O1', 'compound': 'vicibactin', 'database_id': ['npatlas:788'], 'mol_mass': 774.3647150280001, 'molecular_formula': 'C33H54N6O15'}]",347834,Rhizobium etli CFN 42,mibig_json_2.0/BGC0000457.json
1407,"[{'chem_struct': 'C1[C@@H](N=C(NC1[C@@H]2C(=O)NC[C@H](C(=O)N[C@@H](C(=O)N[C@H](C(=O)N/C(=C\\NC(=O)N)/C(=O)N2)CO)CO)NC(=O)C[C@@H](CCCN)N)N)O.OS(=O)(=O)O', 'compound': 'viomycin', 'database_id': ['pubchem:3034080'], 'mol_mass': 783.2929641200001, 'molecular_formula': 'C25H45N13O14S'}]",1960,Streptomyces vinaceus,mibig_json_2.0/BGC0000458.json
978,"[{'chem_acts': ['Antibacterial'], 'chem_struct': '[H][C@@]12CS\\C(=C/C[C@@H](C)OC1=O)C(=O)NC\\C=C\\C=C\\[C@@H](O)C[C@H](O)CC1=NC(=CO1)C(=O)N2', 'chem_synonyms': ['virginiamycin m', 'pristinamycin IIA'], 'chem_targets': [{'target': 'A site of 50S bacterial ribosomal subunit'}], 'compound': 'griseoviridin', 'database_id': ['npatlas:2368'], 'mol_mass': 477.15697120399994, 'molecular_formula': 'C22H27N3O7S'}, {'chem_struct': '[H][C@]12C[C@@H](O)CN1C(=O)[C@@H](CC(C)C)NC(=O)[C@@H](NC(=O)C1=NC=CC=C1O)[C@@H](C)OC(=O)[C@H](N(C)C(=O)[C@H](C)NC(=O)[C@H](C(C)C(C)C)N(C)C(=O)CN(C)C2=O)C1=CC=CC=C1', 'compound': 'fijimycin A', 'database_id': ['npatlas:19593'], 'mol_mass': 878.453804804, 'molecular_formula': 'C44H62N8O11'}]",45398,Streptomyces griseoviridis,mibig_json_2.0/BGC0000459.json
907,"[{'chem_struct': 'CC1OC(=NC1C(=O)NCCCN(CCCNC(=O)C1=CC=CC(O)=C1O)C(=O)C1N=C(OC1C)C1=CC=CC=C1O)C1=CC=CC=C1O', 'compound': 'vulnibactin', 'database_id': ['npatlas:6880', 'pubchem:5487539'], 'mol_mass': 673.274777828, 'molecular_formula': 'C35H39N5O9'}]",216895,Vibrio vulnificus CMCP6,mibig_json_2.0/BGC0000460.json
525,"[{'chem_struct': 'CC(C)CCCC1CC(=O)NC(CO)C(=O)NC(C(O)C(N)=O)C(=O)NC(CO)C(=O)NCC(=O)N(C)C(CC2=CC=CC=C2)C(=O)NC(CC(C)C)C(=O)NC(CCCN)C(=O)NC(CCC(O)=O)C(=O)NC(CC(N)=O)C(=O)NC(CC2=CNC3=C2C=CC=C3)C(=O)NC(CCCN)C(=O)N(C)C(C(C)C)C(=O)O1', 'compound': 'WAP-8294A2', 'database_id': ['npatlas:18076'], 'mol_mass': 1561.8140435719995, 'molecular_formula': 'C73H111N17O21'}]",69,Lysobacter enzymogenes,mibig_json_2.0/BGC0000461.json
1017,"[{'chem_acts': ['Antibacterial', 'Antifungal'], 'chem_struct': 'CCCCCCCC(O)CC(NC(CC(C)C)C(NC(CCC(O)=O)C(NC(CCC(N)=O)C(NC(C(C)C)C(NC(CC(C)C)C(NC(CCC(N)=O)C(NC(CO1)C(NC(C(C)C)C(NC(CC(C)C)C(NC(CCC(N)=O)C(NC(CC(C)C)C(NC(CC(C)C)C(NC(CCC(N)=O)C(NC(C(CC)C)C1=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)=O', 'compound': 'xantholysin A', 'mol_mass': 1775.0808229319985, 'molecular_formula': 'C84H146N18O23'}, {'chem_acts': ['Antibacterial', 'Antifungal'], 'chem_struct': 'CCCCCCCC(O)CC(NC(CC(C)C)C(NC(CCC(O)=O)C(NC(CCC(N)=O)C(NC(C(C)C)C(NC(CC(C)C)C(NC(CCC(N)=O)C(NC(CO1)C(NC(C(C)C)C(NC(CC(C)C)C(NC(CCC(N)=O)C(NC(CC(C)C)C(NC(CC(C)C)C(NC(CCC(N)=O)C(NC(C(C)C)C1=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)=O', 'compound': 'xantholysin B', 'mol_mass': 1761.0651728679984, 'molecular_formula': 'C83H144N18O23'}, {'chem_acts': ['Antibacterial', 'Antifungal'], 'chem_struct': 'OC(CC(NC(CC(C)C)C(NC(CCC(O)=O)C(NC(CCC(N)=O)C(NC(C(C)C)C(NC(CC(C)C)C(NC(CCC(N)=O)C(NC(CO1)C(NC(C(C)C)C(NC(CC(C)C)C(NC(CCC(N)=O)C(NC(CC(C)C)C(NC(CC(C)C)C(NC(CCC(N)=O)C(NC(C(CC)C)C1=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)C/C=C\\CCCCCC', 'compound': 'xantholysin C', 'mol_mass': 1801.0964729959985, 'molecular_formula': 'C86H148N18O23'}]",303,Pseudomonas putida,mibig_json_2.0/BGC0000463.json
1719,"[{'chem_acts': ['antiparasitic'], 'chem_struct': 'O=C(N[C@H](C(N[C@H](C(C)C)C(N[C@@H](C(C)C)C(N[C@H](C)C(NCCC1=O)=O)=O)=O)=O)C(C)C)[C@@H]([C@H](OC([C@@H](NC([C@@H]2N1CCC2)=O)C(C)C)=O)C)NC([C@H]([C@H](C)CC)NC([C@@H](CC(C)C)NC([C@H](C(C)C)NC([C@@H](C)NC([C@H]3N(C(CCC)=O)CCC3)=O)=O)=O)=O)=O', 'compound': 'xenoamicin A', 'mass_spec_ion_type': '[M+H]+', 'mol_mass': 1299.8166097879994, 'molecular_formula': 'C64H109N13O15'}, {'chem_struct': 'O=C(N[C@H](C(N[C@H]([C@H](C)CC)C(N[C@@H](C(C)C)C(N[C@H](C)C(NCCC1=O)=O)=O)=O)=O)C(C)C)[C@@H]([C@H](OC([C@@H](NC([C@@H]2N1CCC2)=O)C(C)C)=O)C)NC([C@H]([C@H](C)CC)NC([C@@H](CC(C)C)NC([C@H](C(C)C)NC([C@@H](C)NC([C@H]3N(C(CCC)=O)CCC3)=O)=O)=O)=O)=O', 'compound': 'xenoamicin B', 'mass_spec_ion_type': '[M+H]+', 'mol_mass': 1313.8322598519992, 'molecular_formula': 'C65H111N13O15'}]",351671,Xenorhabdus doucetiae,mibig_json_2.0/BGC0000464.json
1632,"[{'chem_acts': ['Cytotoxic'], 'chem_struct': 'CN[C@@H](CC(C)C)C(=O)N(C)[C@@H](CC1=CC=CC=C1)C(=O)NCCC1=CC=CC=C1', 'compound': 'xenortide A', 'database_id': ['npatlas:10726', 'pubchem:24900168'], 'mol_mass': 409.27292736000004, 'molecular_formula': 'C25H35N3O2'}, {'chem_acts': ['Cytotoxic'], 'chem_struct': 'CN[C@@H](CC(C)C)C(=O)N(C)[C@@H](CC1=CC=CC=C1)C(=O)NCCC1=CNC2=C1C=CC=C2', 'compound': 'xenortide B', 'database_id': ['npatlas:18977', 'pubchem:24900169'], 'mol_mass': 448.28382639200004, 'molecular_formula': 'C27H36N4O2'}, {'chem_struct': 'CN[C@@H](C(C)C)C(N([C@H](C(NCCC1=CC=CC=C1)=O)CC2=CC=CC=C2)C)=O', 'compound': 'xenortide C', 'mass_spec_ion_type': '[M+H]+', 'mol_mass': 395.257277296, 'molecular_formula': 'C24H33N3O2'}, {'chem_struct': 'CN[C@@H](C(C)C)C(=O)N(C)[C@@H](CC1=CC=CC=C1)C(=O)NCCC1=CNC2=CC=CC=C12', 'compound': 'xenortide D', 'database_id': ['npatlas:16799'], 'mol_mass': 434.26817632800004, 'molecular_formula': 'C26H34N4O2'}]",406817,Xenorhabdus nematophila ATCC 19061,mibig_json_2.0/BGC0000465.json
301,"[{'chem_struct': 'COC1=CC2=C(NC(=C2)C(=O)N2CC3CC33C4=C(NC(=C4)C(=O)N4CCC5=C6C=C(NC6=C(OC)C(O)=C45)SC(C)=O)C(=O)C=C23)C=C1O', 'compound': 'yatakemycin', 'database_id': ['npatlas:1250', 'pubchem:11721692'], 'mol_mass': 679.173683888, 'molecular_formula': 'C35H29N5O8S'}]",991125,Streptomyces sp. TP-A2060,mibig_json_2.0/BGC0000466.json
179,"[{'chem_struct': 'CC(C)(C(O)C1CSC(N1)C1CSC(=N1)C1=CC=CC=C1O)C1=NC(C)(CS1)C(O)=O', 'compound': 'yersiniabactin', 'database_id': ['npatlas:15861', 'pubchem:5462519'], 'mol_mass': 481.116369344, 'molecular_formula': 'C21H27N3O4S3'}]",630,Yersinia enterocolitica,mibig_json_2.0/BGC0000467.json
1844,"[{'chem_acts': ['Antibacterial'], 'chem_struct': '[H][C@@]12[C@H](C)CCN1C(=O)CN\\C(=N/[C@H](C(=O)N[C@@H]([C@@H](C)C1=CC=CC=C1)C(=O)N[C@H](CC(=O)OC)C1=NC=CS1)C(C)(C)C)[C@@H](NC(=O)[C@@H](NC2=O)C(C)C)C(C)(C)C', 'chem_targets': [{'target': 'Bacterial ribosome'}], 'compound': 'bottromycin A2', 'database_id': ['npatlas:4746', 'chemspider:26365309'], 'mol_mass': 822.446217324, 'molecular_formula': 'C42H62N8O7S'}]",42235,Streptomyces bottropensis,mibig_json_2.0/BGC0000468.json
1504,"[{'chem_struct': '[H][C@@]12[C@H](C)CCN1C(=O)CN\\C(=N/[C@H](C(=O)N[C@@H]([C@@H](C)C1=CC=CC=C1)C(=O)N[C@H](CC(=O)OC)C1=NC=CS1)C(C)(C)C)[C@@H](NC(=O)[C@@H](NC2=O)C(C)C)C(C)(C)C', 'compound': 'bottromycin A2', 'database_id': ['npatlas:4746', 'pubchem:3081434'], 'mol_mass': 822.446217324, 'molecular_formula': 'C42H62N8O7S'}]",1109705,Streptomyces sp. BC16019,mibig_json_2.0/BGC0000469.json
338,"[{'chem_struct': 'C[C@@H]1CCN2[C@@H]1C(=O)N[C@H](C(=O)N[C@H](C(=NCC2=O)N[C@H](C(=O)N[C@@H]([C@@H](C)C3=CC=CC=C3)C(=O)N[C@H](CC(=O)OC)C4=NC=CS4)C(C)(C)C)C(C)(C)C)C', 'compound': 'bottromycin D', 'database_id': ['pubchem:71470785'], 'mol_mass': 794.414917196, 'molecular_formula': 'C40H58N8O7S'}]",1234059,Streptomyces sp. WMMB 272,mibig_json_2.0/BGC0000470.json
134,"[{'compound': 'viridisamide A', 'mol_mass': -1}]",179408,Oscillatoria nigro-viridis PCC 7112,mibig_json_2.0/BGC0000471.json
1682,"[{'chem_struct': 'CC[C@H](C)[C@H]1C(=O)N[C@H](C(=O)NCC(=O)N[C@H](C(=O)N2CCC[C@H]2C(=O)N[C@H](C(=O)N3CCC[C@H]3C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N1)CCC(=O)N)CO)[C@@H](C)O)C(C)C)CO)CC4=CNC5=CC=CC=C54', 'compound': 'anacyclamide A10', 'database_id': ['pubchem:102170967'], 'mol_mass': 1052.529094984, 'molecular_formula': 'C49H72N12O14'}]",46234,Anabaena sp. 90,mibig_json_2.0/BGC0000472.json
1672,"[{'chem_struct': 'CC[C@H](C)[C@@H]1NC(=O)C2=C(C)OC(=N2)[C@H](C)NC(=O)C2=CSC(=N2)[C@H](CC2=CN=CN2C)NC(=O)C2=CSC1=N2', 'chem_synonyms': ['aerucyclamide'], 'compound': 'microcyclamide', 'database_id': ['npatlas:18963', 'pubchem:10555282'], 'mol_mass': 582.1831434400001, 'molecular_formula': 'C26H30N8O4S2'}]",449468,Microcystis aeruginosa NIES-298,mibig_json_2.0/BGC0000473.json
1332,"[{'chem_struct': 'CC[C@H](C)[C@H]1C2=NC(=CS2)C(=O)N[C@H](C3=NC(=CS3)C(=O)N[C@H](C4=NC(=C(O4)C)C(=O)N1)C)CC5=CN=CN5C', 'chem_synonyms': ['aerucyclamide'], 'compound': 'microcyclamide', 'database_id': ['pubchem:10555282'], 'mol_mass': 582.18314344, 'molecular_formula': 'C26H30N8O4S2'}]",267872,Microcystis aeruginosa PCC 7806,mibig_json_2.0/BGC0000474.json
1055,"[{'chem_struct': 'CC[C@H](C)[C@H]1C2=N[C@@H](CO2)C(=O)N[C@@H](C3=NC(=CS3)C(=O)N[C@H](C4=N[C@@H]([C@H](O4)C)C(=O)N[C@@H](C5=NC(=CS5)C(=O)N1)C(C)C)[C@@H](C)CC)C(C)C', 'compound': 'patellamide A', 'database_id': ['pubchem:157454'], 'mol_mass': 742.32947332, 'molecular_formula': 'C35H50N8O6S2'}, {'chem_struct': 'CC[C@H](C)[C@H]1C2=N[C@@H]([C@H](O2)C)C(=O)N[C@@H](C3=NC(=CS3)C(=O)N[C@H](C4=N[C@@H]([C@H](O4)C)C(=O)N[C@@H](C5=NC(=CS5)C(=O)N1)C)C(C)C)CC6=CC=CC=C6', 'compound': 'patellamide C', 'database_id': ['pubchem:9767970'], 'mol_mass': 762.298173192, 'molecular_formula': 'C37H46N8O6S2'}]",1216,Prochloron didemni,mibig_json_2.0/BGC0000475.json
943,"[{'chem_struct': 'CC[C@H](C)[C@H]1C2=N[C@@H]([C@H](O2)C)C(=O)N[C@@H](C3=NC(=CS3)C(=O)N[C@H](C4=N[C@@H]([C@H](O4)C)C(=O)N[C@@H](C5=NC(=CS5)C(=O)N1)C)CC(C)C)CC6=CC=CC=C6', 'compound': 'patellamide B', 'mol_mass': 776.313823256, 'molecular_formula': 'C38H48N8O6S2'}]",259942,uncultured Prochloron sp.,mibig_json_2.0/BGC0000476.json
488,"[{'chem_struct': 'CC(C)C[C@H]1C2=N[C@H](CS2)C(=O)N[C@H](C(=O)N[C@H](C(=O)N3CCC[C@H]3C(=O)N[C@H](C(=O)N1)C(C)OC(C)(C)C=C)C(C)C)C(C)OC(C)(C)C=C', 'compound': 'patellin 2', 'database_id': ['pubchem:24762149'], 'mol_mass': 732.4244192599999, 'molecular_formula': 'C37H60N6O7S'}, {'chem_struct': 'C[C@H]([C@H]1C(=O)N[C@H](C(=O)N2CCC[C@H]2C(=O)N[C@H](C(=O)N3CCC[C@H]3C(=O)N[C@H](C(=O)N[C@H](C4=N[C@@H](CS4)C(=O)N1)CC(C)C)C(C)OC(C)(C)C=C)C(C)C)CC(C)C)OC(C)(C)C=C', 'compound': 'patellin 3', 'database_id': ['pubchem:24762150'], 'mol_mass': 942.5612470760001, 'molecular_formula': 'C48H78N8O9S'}]",503010,uncultured Prochloron sp. 06037A,mibig_json_2.0/BGC0000477.json
